UMAP1	UMAP2	driving_feats	labels	residuals	residuals_sign	observed	predicted	scaled_E25	scaled_E2	scaled_E1	scaled_telomere	scaled_ampl	scaled_del	shap_E25	shap_E2	shap_E1	shap_telomere	shap_ampl	shap_del	GC_scaled	GC_shap	bin	start	end	chr	good_residual
0.94760406	2.8288674	Length_Counts.E2	0	0.07206063036437516	0	0.503155306620555	0.4310946762561798	0.66291967775943	-0.8924290211245112	-0.926569428107871	-0.4059205445396355	-0.7625320039363533	1.091363925384124	-0.007296804	0.12873363	0.05069862	0.009202963	-0.0035309007	0.018195301		0.012858706	1_31	30030181	31031186	1	True
8.197705	1.678057	Length_Counts.E25	3	0.08365428072890257	0	0.421244528121557	0.3375902473926544	1.1161945807875264	-0.5117625411778322	-0.926569428107871	1.0732116049117688	-0.551228471338573	0.2145853523590621	0.10844628	-0.026094953	0.056230575	0.023776803	-0.017984353	0.025416637		0.028488893	1_70	69069415	70070420	1	True
8.2291155	1.6720252	Length_Counts.E25	3	0.05698967153131512	0	0.358871312680836	0.3018816411495209	1.1280725945370889	-0.3715169959343188	-0.15497236898471664	1.1869910010234153	-0.557265715127081	0.285040773405719	0.117773965	-0.038354978	-0.018547494	0.030409705	-0.0130211925	0.021751761	-1.428957610217507	0.07386303	1_73	72072433	73073438	1	True
11.199924	4.387701	Length_Counts.E2	2	0.07607976363807467	0	0.401029117571409	0.32494935393333435	1.1419302772449118	-0.8924290211245112	-0.926569428107871	1.490402723987806	-0.5753774464926051	0.34766781433608057	0.10941271	0.14292295	0.046358872	0.032000225	-0.029288182	0.012076346		0.015267527	1_81	80080481	81081486	1	True
8.06643	2.1934063	Length_Counts.E25	3	-0.26169104754802364	-1	-0.194703182874886	0.06698786467313766	1.115204746308396	-0.7922536316648587	-0.8301197957174767	1.5283291893583548	-0.5693402027040971	0.38680971491755645	0.1196511	-0.004785171	0.06067619	0.026628505	-0.02660992	0.00047322898		0.009104741	1_82	81081487	82082492	1	True
0.06158569	3.0366285	Length_Counts.E2	0	-0.10770321522282485	0	-0.0970390660353196	0.010664149187505245	0.592077224088081	-0.8122887095567892	-0.7336701633270825	2.135152635287136	-0.5753774464926051	0.44160837573162276	-0.01265516	0.07082215	0.0573755	0.016228737	-0.014385633	-0.033805177	-1.353382381654628	0.05035187	1_98	97097583	98098588	1	True
12.271803	3.2632072	Length_Counts.E2	2	-0.2767695657139006	-1	0.0434724815959749	0.3202420473098755	1.1815236564101201	-0.8924290211245112	-0.926569428107871	2.3247849621398804	-0.5874519340696212	0.43377999561532765	0.09059919	0.13215469	0.037264094	0.023762636	-0.028557302	-0.025610188	-1.3990790314833466	0.0382681	1_103	102102613	103103618	1	False
11.583963	4.369483	Length_Counts.E2	2	0.3030149070871553	1	1.04916712924368	0.7461522221565247	1.1845550245024563	-0.8924290211245112	-0.926569428107871	2.4006378928809777	-0.551228471338573	0.37115295468496606	0.117447056	0.1479634	0.053301614	0.035202906	-0.026385674	0.015098345	-1.5368720063514794	0.068701625	1_105	104104625	105105630	1	True
1.3061857	2.9218884	Length_Counts.E2	0	-0.027610408269662212	0	0.50781859258483	0.5354290008544922	0.9400040435023492	-0.8523588653406502	-0.6854453471318853	1.7475453079748897	3.4876876231732856	-1.3119487703185007	-0.009181848	0.15413329	0.042930365	0.02851414	0.007792472	0.013961222	-1.0589905029503903	-0.015309318	1_164	163163979	164164984	1	False
-0.24128418	2.976825	Length_Counts.E2	0	0.10401802420348688	0	0.323932237026401	0.21991421282291412	-0.13201144325764483	-0.8122887095567892	-0.6854453471318853	1.2924277235283037	3.2643096029984893	-1.3276055305510912	-0.036363356	0.061066538	0.060687255	0.017181756	0.0014883862	0.0014428307	0.13878899159849503	-0.014910839	1_176	175176051	176177056	1	True
12.2136	3.388695	Length_Counts.E2	2	-0.14806973393869421	0	0.45961905066061	0.6076887845993042	1.2057746011488102	-0.8924290211245112	-0.926569428107871	0.7993836737111689	3.342793772249093	-1.1475527878763017	0.108450554	0.15155275	0.04973698	0.0358229	0.021518685	0.0071838344		0.024047099	1_189	188189129	189190134	1	False
12.321543	3.1887913	Length_Counts.E2	2	0.16891513076684195	0	0.956715502413723	0.7878003716468811	1.1978559253157686	-0.8924290211245112	-0.926569428107871	0.6856042775995225	3.3126075533065533	-1.2962920100859103	0.10611705	0.14321774	0.056006964	0.03486164	0.027136859	0.009969946	-1.6029563922576242	0.066148326	1_192	191192147	192193152	1	True
12.260998	3.2557075	Length_Counts.E2	2	-0.021388008914722922	0	0.73913578716682	0.760523796081543	1.1968660908366384	-0.8924290211245112	-0.926569428107871	0.5718248814878759	3.3850544787686494	-1.2962920100859103	0.108142324	0.15007365	0.04855041	0.03242511	0.024345689	0.0064982544		0.03557969	1_195	194195165	195196170	1	False
12.198277	3.4598536	Length_Counts.E2	2	-0.1720802899835518	0	0.462804007864196	0.6348842978477478	1.1399506082866513	-0.8924290211245112	-0.926569428107871	0.5338984161173271	3.4454269166537292	-1.1945230685740729	0.12530373	0.14958575	0.05328727	0.033927284	0.02078094	0.004106103		0.03058187	1_196	195196171	196197176	1	False
0.7761525	2.9110036	Length_Counts.E2	0	0.057055454864529176	0	0.361038576974896	0.3039831221103668	0.07730885404402037	-0.8523588653406502	-0.8301197957174767	0.42011902000568063	3.3790172349801413	-1.2962920100859103	-0.0065447176	0.16743304	0.066680565	0.02536018	0.012462286	0.017523164	-1.3208674577380413	0.050768603	1_199	198199189	199200194	1	True
1.4245129	2.545716	distance.to.telomere	0	0.017629516862809946	0	0.0866567693580988	0.06902725249528885	1.0343105235014798	-0.8924290211245112	-0.926569428107871	-1.3613106318224084	0.2215387335904522	-0.8813878639222651	-0.0370526	0.12063474	0.05785032	-0.12432556	0.021658754	-0.0074854796		0.020009167	10_3	2007923	3011883	10	True
10.906956	3.5263467	Length_Counts.E2	2	-0.051050418582271606	0	0.259561306271244	0.3106117248535156	1.1362634748518914	-0.8924290211245112	-0.926569428107871	-1.0950416537152132	0.4690657289192806	-0.9753284253178073	0.1158401	0.14489959	0.05560926	-0.092921026	0.024983622	-0.00078641507		0.0105016	10_10	9035650	10039610	10	False
11.317731	4.486279	Length_Counts.E2	2	0.018358666148212355	0	0.515439171042469	0.4970805048942566	1.1808060264127507	-0.8924290211245112	-0.926569428107871	0.6547259167034979	-0.521042252396033	-0.26294583473494465	0.11183565	0.1511333	0.0408386	0.036648113	-0.027754413	0.015767379		0.01898752	10_56	55217856	56221816	10	True
11.340043	4.3405404	Length_Counts.E2	2	0.20693062150733066	0	0.680647476556464	0.4737168550491333	1.1461618196431933	-0.8323237874487197	-0.588995714741491	0.7308027675912679	-0.502930521030509	-0.30208773531642075	0.13608287	0.15508752	0.005051487	0.030812161	-0.0152008785	0.015799843	0.22051569225370207	-0.017286368	10_58	57225778	58229738	10	True
11.406377	4.47737	Length_Counts.E2	2	-0.27936792236179125	-1	0.221477211896479	0.5008451342582703	1.2114908952657872	-0.8924290211245112	-0.926569428107871	1.073148596586233	-0.46670705829946085	-0.0828930920601552	0.119879805	0.1477867	0.042262834	0.03960156	-0.029801615	0.009643471		0.011686986	10_67	66261427	67265387	10	False
11.197134	4.293555	Length_Counts.E2	2	-0.07939832021609483	0	0.323266967040146	0.40266528725624084	1.1377482265705867	-0.8924290211245112	-0.926569428107871	1.0771492653184302	-0.5753774464926051	-0.26294583473494465	0.11686136	0.12780152	0.035860226	0.033005204	-0.024884934	0.01762972	-1.251443701267489	0.03492073	10_69	68269349	69273309	10	False
0.7773168	2.811436	Length_Counts.E2	0	-0.09575384222710225	0	0.083888015516161	0.17964185774326324	0.21443309902412597	-0.8924290211245112	-0.926569428107871	0.6967650108795799	-0.39426013283736483	-0.16900527333940227	-0.0134643875	0.1493222	0.040741224	0.025303917	-0.02034903	0.018042687	0.1528494992381014	-0.0135806175	10_79	78308959	79312919	10	False
8.637844	1.7526922	Length_Counts.E25	3	-0.17257690028032555	0	-0.150407414592116	0.022169485688209534	1.163483923027972	-0.8122887095567892	-0.926569428107871	0.5446113091040398	-0.4304835955684128	-0.07506471194386012	0.11101718	0.04056191	0.042798698	0.026407141	-0.019655611	0.015550438	0.33739366200792187	-0.03232902	10_83	82324803	83328763	10	True
