UMAP1	UMAP2	driving_feats	labels	nSBM_labels	residuals	residuals_sign	observed	predicted	scaled_E25	scaled_E2	scaled_E1	scaled_telomere	scaled_ampl	scaled_del	shap_E25	shap_E2	shap_E1	shap_telomere	shap_ampl	shap_del	GC_scaled	GC_shap	bin	start	end	chr	good_residual
-3.9055092	6.2330093	Length_Counts.E25	1	43	-0.07088523481005685	0	-0.203372353054228	-0.13248711824417114	-0.6257681018959689	0.04921963979622118	-0.5407708985462939	0.5422410897240852	-0.4365208393569208	0.206756972242767	-0.03570296	-0.034590673	0.004124462	0.007654307	-0.0068464214	0.012070767	1.0915641405272565	-0.0019714877	1_56	55055331	56056336	1	True
-3.901663	6.1219106	Centromere_Length	1	43	0.05992043702300823	0	-0.047542542830145	-0.10746297985315323	0.8645093677790883	-0.6720431643132759	-0.44432126615589956	0.6560204858357317	-0.44859532693393683	0.1832718318938813	-0.015695488	-0.0073112873	-0.0056537967	0.021036213	-0.010015912	0.007985881	0.6414521397143883	-0.011920174	1_59	58058349	59059354	1	False
-4.2639823	5.6678123	Length_Counts.E25	1	43	-0.06980278159910602	0	-0.299038833039345	-0.22923605144023895	-0.045499909781664606	0.8305876775815098	0.08615171199126913	0.6939469512062806	-0.33388769495228465	0.08933127049833917	-0.040754605	-0.039211832	-0.020091387	0.010137185	0.0025166061	0.0069432547	0.21612178361632564	-0.011872013	1_60	59059355	60060360	1	True
-4.3862195	5.6131306	Length_Counts.E2	1	43	0.013758229892377571	0	-0.250059050638552	-0.26381728053092957	-0.1374307870308827	1.2713593912039802	0.8095239549192265	0.7697998819473783	-0.2554035257016805	0.1832718318938813	-0.033725627	-0.04064127	-0.031272918	0.008678311	0.0027798603	0.009690805	-0.5326002481926633	-0.010731341	1_62	61061367	62062372	1	False
-4.453964	5.5323853	Length_Counts.E25	1	43	-0.06202312008662808	0	-0.341753767888981	-0.2797306478023529	-0.4635812479042864	0.8706578333653706	1.1953224844808037	0.9215057434295736	-0.4304835955684128	0.43377999561532765	-0.040507797	-0.035765726	-0.029374884	0.008446083	-0.007572907	-0.01539031	-0.5094589960358062	-0.015155862	1_66	65065391	66066396	1	True
-4.358884	5.5558977	dist.to.closest.OG	1	43	0.156721309183387	0	0.177141201107053	0.020419891923666	0.5386261622150497	-0.23127145069080546	-0.39609644996070237	0.9594322088001224	-0.33388769495228465	0.285040773405719	-0.002450761	-0.03523452	-0.012143131	0.018628381	0.0046529276	0.015194139	-0.989566746479838	-0.031242969	1_67	66066397	67067402	1	True
-4.4620686	5.6959863	dist.to.closest.FGS	1	10	0.00343940724917266	0	-0.202743474940578	-0.20618288218975067	-0.0300337460452551	-0.3514819180423883	-0.058522736594322326	0.9973586741706711	-0.45463257072244484	0.2380704927079478	-0.031293638	-0.031529237	-0.008437269	0.0064109922	-0.007946489	0.015654197	-0.7832727359550027	-0.018531708	1_68	67067403	68068408	1	False
-4.002368	5.2332273	Length_Counts.E2	1	43	0.10658651564445949	0	0.000616773703961135	-0.10596974194049835	0.36337596768504626	0.7414315809624191	0.7130743225288321	1.6421085854700013	-0.5693402027040971	0.44943675584791803	0.00060276745	-0.03662866	-0.031101031	0.009551048	-0.0025583662	-0.01445348	-0.9546665578743943	-0.031690754	1_85	84084505	85085510	1	False
-3.9620247	5.1482453	Length_Counts.E2	1	43	-0.055912466473313355	0	-0.195228488869401	-0.13931602239608765	0.48051545453151295	-0.211236372798875	-0.588995714741491	1.717961516211099	-0.557265715127081	0.43377999561532765	-0.008352545	-0.03435214	0.010693304	0.010075349	-0.009107372	-0.02478135	-1.0141726348491475	-0.026200542	1_87	86086517	87087522	1	True
-3.9344459	5.3509045	Length_Counts.E2	1	43	-0.05685544226636244	0	-0.138897421102422	-0.08204197883605957	0.07191920530515637	-0.31141176225852735	0.13437652818646628	1.7558879815816477	-0.533116739973049	0.4729218961968035	-0.014427637	-0.03282508	-0.0245555	0.010815466	-0.002811249	-0.020937322	-0.7423361538167713	-0.011115797	1_88	87087523	88088528	1	True
-3.3623552	6.27623	Length_Counts.E25	1	10	-0.14635591912938156	0	-0.441740743405352	-0.29538482427597046	-0.6818397505524973	0.3898159639590393	1.291772116871198	1.8317409123227455	-0.521042252396033	0.43377999561532765	-0.04104042	-0.03834034	-0.031261243	0.0050871777	-0.0024055627	-0.016046459	-0.7666757446929156	-0.024699675	1_90	89089535	90090540	1	True
-3.3887994	6.4236693	Length_Counts.E25	1	10	0.07169029039156187	0	-0.11854982453573	-0.19024011492729187	-0.1458443801034895	-0.3715169959343188	0.03792689579607198	1.8696673776932942	-0.49689327724200094	0.4650935160805084	-0.036037695	-0.030597134	-0.021125138	0.0055135028	-0.0056680823	-0.010201501	-0.795063057465291	-0.014476131	1_91	90090541	91091546	1	False
-3.3733943	6.1753473	Length_Counts.E25	1	10	0.11199982355891361	0	0.0315560091620554	-0.08044381439685822	-0.482180237767143	-0.13109606123115308	-0.20319718517991378	1.945520308434392	-0.515005008607525	0.5433773172434604	-0.035768673	-0.031880606	-0.001427158	0.00449814	-0.004933124	-0.013258165	-0.3146623797787791	-0.012898597	1_93	92092553	93093558	1	False
-3.403791	6.355908	Length_Counts.E25	1	10	-0.07497925507495573	0	-0.273208165640332	-0.19822891056537628	-1.775136678613791	-0.15113113912308357	0.5683998739432407	1.9834467738049408	-0.45463257072244484	0.49640703654568924	-0.042360343	-0.035273638	-0.03190289	0.0052427333	-0.006044037	-0.012639156	-0.8943653926700039	-0.030212352	1_94	93093559	94094564	1	True
-3.4930978	6.310643	Length_Counts.E25	1	10	0.10726746637222448	0	-0.0876456825077804	-0.19491314888000488	-1.2580966384401264	-0.27134160647466643	0.5683998739432407	2.0213732391754897	-0.44859532693393683	0.598175978057527	-0.03684587	-0.032843236	-0.03249532	0.0061324965	-0.0061296998	-0.0138179045	-0.4045491964748334	-0.010168081	1_95	94094565	95095570	1	False
-3.6138058	6.260636	Length_Counts.E2	1	10	-0.11212965223706822	0	-0.314791643356453	-0.20266199111938477	0.2263333840494689	0.48999135341869166	0.4237254253576492	2.0592997045460386	-0.515005008607525	0.598175978057527	-0.0056625693	-0.03586849	-0.03104877	0.008067652	-0.0041303905	-0.019257654	-0.18064816633878952	-0.013548626	1_96	95095571	96096576	1	True
-3.5045984	6.3847165	Centromere_Length	1	10	-0.19526984970086214	0	-0.4233730552625	-0.22810320556163788	0.5455550035689611	-0.3514819180423883	-0.5407708985462939	2.173079100657685	-0.6357498843776851	0.4650935160805084	-0.012376396	-0.03065698	0.0026268594	0.012676963	-0.010529737	-0.026191855		0.0027072192	1_99	98098589	99099594	1	True
-3.5838964	6.3345766	Centromere_Length	1	43	0.02238543341634458	0	-0.078535281021617	-0.10092071443796158	0.8860580643897529	-0.6520080864213454	-0.44432126615589956	2.2110055660282337	-0.5753774464926051	0.5120637967782796	-0.016701331	-0.006473656	-0.01996283	0.022597542	-0.007353339	-0.022530917	-1.233868066717982	0.010332305	1_100	99099595	100100600	1	False
-3.9327672	6.3134975	Length_Counts.E2	1	43	0.03682104939485212	0	-0.0231461890611587	-0.05996723845601082	1.0681876085497113	-0.3915520738262493	-0.588995714741491	2.5144172889926244	-0.47878154587647687	0.39463809503385155	-0.0052299947	-0.04001867	0.0103231	0.02547135	-0.0075681945	-0.0053272652	0.15724340787547783	-0.011905137	1_108	107107643	108108648	1	False
-3.7433126	6.1392126	Centromere_Length	1	43	0.004157226094511884	0	-0.114409666946622	-0.11856689304113388	0.4784739209183069	-0.07099082755536167	-0.10674755278951947	2.5523437543631733	-0.41237186420288885	0.34766781433608057	-0.009702297	-0.03429367	-0.013432464	0.009585634	-0.007571223	0.0046692453	-0.42934339521431003	-0.00275577	1_109	108108649	109109654	1	False
-3.7605906	6.0961595	Length_Counts.E25	1	43	-0.09085840863390637	0	-0.265438297216136	-0.17457988858222961	-1.8290826577263872	1.9124818837457556	1.7740202788231694	2.590270219733722	-0.40029737662587284	0.39463809503385155	-0.038294774	-0.03449097	-0.034733802	0.005561866	-0.005278622	-0.0054374984	0.4372552219482978	-0.010079752	1_110	109109655	110110660	1	True
-3.8502665	5.872973	Length_Counts.E25	1	43	-0.07632754193499702	0	-0.298125455247909	-0.221797913312912	-0.829770513458507	0.029184561904290703	0.5683998739432407	2.779902546586466	-0.35803667010631673	0.13630155119611034	-0.04045314	-0.03874627	-0.03329118	0.001778758	0.0020063268	0.0070046186	-0.10287598345722292	-0.011866855	1_115	114114685	115115690	1	True
-3.946372	5.9662333	Length_Counts.E25	1	43	0.01002190654955784	0	-0.145160350745097	-0.15518225729465485	-0.09689211593810504	-0.010885593879570245	0.13437652818646628	2.817829011957015	-0.27351525706720453	0.08933127049833917	-0.046531945	-0.03930613	-0.030736888	0.004417074	0.006230834	0.012073283	-0.6981627256490169	-0.015279797	1_116	115115691	116116696	1	False
-3.905579	6.0420322	Length_Counts.E25	1	43	0.04788916969071226	0	-0.106900695326225	-0.15478986501693726	-0.38143488448127044	0.5100264313106221	0.08615171199126913	2.855755477327564	-0.17691935645107645	0.05801775003315837	-0.045091886	-0.03921187	-0.027065339	0.003958968	0.0059859264	0.011807223	0.05994971661928434	-0.011588811	1_117	116116697	117117702	1	False
-3.8432848	5.968158	Length_Counts.E25	1	43	-0.05324116192556744	0	-0.220325945241226	-0.16708478331565857	-0.5496820000714276	0.2696054966074564	0.2308261605768606	2.893681942698113	-0.18295660023958438	0.08933127049833917	-0.04455299	-0.03945186	-0.029876836	0.005645704	0.0050211046	0.0038937223	0.028282189368471884	-0.008044242	1_118	117117703	118118708	1	True
-3.763551	6.3522096	Centromere_Length	1	43	-0.0974944678514353	0	-0.0281946135132662	0.0692998543381691	0.3659000456068283	-0.3514819180423883	-0.5407708985462939	2.9316084080686613	-0.07428621204644031	-0.09072147217645052	0.0009432798	-0.036021434	0.0143766515	0.0078228265	0.0040382417	0.008537259	-1.0674853929826453	-0.011280844	1_119	118118709	119119714	1	False
-2.49443	7.174056	9_92	1	10	0.06805646562548037	0	0.0353584937152421	-0.032697971910238266	-1.6095571669448896	2.393323753152087	1.9669195436039582	2.2026628924214755	3.4212779414996977	-1.3980609515977478	-0.042550713	-0.034970265	-0.027820265	0.008891783	0.002243097	-0.0030748262	1.0836145458233206	-0.011047437	1_152	151151907	152152912	1	True
-2.6435394	7.012148	9_92	1	10	0.05606967561296184	0	-0.0474717656488065	-0.10354144126176834	-1.0155327501568734	1.972587117421547	1.2435473006760007	2.1268099616803777	3.3850544787686494	-1.3980609515977478	-0.04387528	-0.033940263	-0.030610329	0.009768772	0.0004391726	-0.0010211564	1.3920351210639101	-0.011748662	1_154	153153919	154154924	1	False
-3.014097	6.668905	Centromere_Length	1	10	0.08936711792625612	0	-0.0202044879945355	-0.10957160592079163	-2.907329152532506	2.613709609963322	2.834966235117507	2.0509570309392804	3.5299483296928416	-1.4293744720629287	-0.04424866	-0.031148119	-0.034461442	0.009838258	-0.00045988522	9.173114e-05	1.4101583189555933	-0.011520499	1_156	155155931	156156936	1	False
-4.4816957	5.5945783	Centromere_Length	1	43	0.01995483260969458	0	-0.137076599184472	-0.15703143179416656	0.38953234379606205	0.48999135341869166	-0.10674755278951947	1.899251169457085	3.409203453922682	-1.3510906708999766	-0.007394405	-0.03293805	-0.020255739	0.008969394	0.0019185767	0.012398897	1.1832442005378745	-0.01231554	1_160	159159955	160160960	1	False
-2.501347	7.1805944	9_92	1	10	-0.056062902095523726	0	-0.102257868977991	-0.04619496688246727	0.3159134044107528	-0.33144684015045783	-0.10674755278951947	1.7096188426043408	3.5420228172698573	-1.3041203902022056	-0.002113833	-0.03239326	-0.020396879	0.018458543	0.0030798651	-0.0032831635	-0.24787496849065294	-0.008481646	1_165	164164985	165165990	1	True
-2.7658727	7.061656	Length_Counts.E25	1	10	-0.07637001432821236	0	-0.116426421779842	-0.04005640745162964	-0.21759748149563832	0.009149484012360229	0.37550060916245204	1.671692377233792	3.620506986520462	-1.202351448690368	-0.04106931	-0.032651436	-0.025196405	0.010832628	-0.00056463643	0.0021358072	0.07401022425888945	-0.01377263	1_166	165165991	166166996	1	True
-2.6749663	6.8101277	Centromere_Length	1	10	0.17707134202145325	0	0.135788170397508	-0.041283171623945236	0.7647959169377089	-0.31141176225852735	-0.2996468175703081	1.6337659118632433	3.439389672865221	-1.3432622907836815	-0.0028977424	-0.034434784	-0.016661722	0.018791528	0.00047481013	0.0024428228	-0.002870622870528987	-0.01310413	1_167	166166997	167168002	1	True
-2.6764774	7.314222	9_92	1	10	-0.10995822069144029	0	-0.239905197591541	-0.1299469769001007	-1.7271445538931627	0.4298861197429002	2.1115939921895497	1.5958394464926944	3.403166210134173	-1.3432622907836815	-0.040882062	-0.03808577	-0.030271495	0.008397016	0.002655821	-0.001324769	-0.20446315115337124	-0.016015412	1_168	167168003	168169008	1	True
-3.413406	6.4704304	Length_Counts.E25	1	10	0.07894380409742072	0	-0.0584768054959707	-0.13742060959339142	-0.10720371662444397	-0.4716923853939712	0.4237254253576492	1.5199865157515966	3.3669427474031255	-1.1866946884577776	-0.04190652	-0.03619296	-0.040878903	0.011355556	0.0012962404	0.0027295551	-0.8293355448368294	-0.016307445	1_170	169170015	170171020	1	False
-3.1911585	6.5112658	Length_Counts.E2	1	10	-0.14463845082745155	0	-0.249156193818899	-0.10451774299144745	0.5074463761224481	-0.3915520738262493	0.27905097677205776	1.482060050381048	3.391091722557157	-1.288463629969615	-0.013071929	-0.03657365	-0.030661365	0.019192636	-0.0013444083	0.0046346	-0.9355216702401051	-0.029327907	1_171	170171021	171172026	1	True
-3.290257	6.7729273	Centromere_Length	1	10	0.11879849429308115	0	-0.0474967807990438	-0.16629527509212494	-0.025579490889169162	0.48999135341869166	1.3882217492615923	1.444133585010499	3.3850544787686494	-1.2493217293881391	-0.039084688	-0.041760884	-0.036102388	0.012482959	-0.0012246186	0.0062353215	-0.5700949352316044	-0.014020097	1_172	171172027	172173032	1	False
-3.4694464	6.5134435	Length_Counts.E25	1	10	-0.03252719030932599	0	-0.121638980370323	-0.08911179006099701	-0.6779051584979549	-0.03092067177150072	0.4237254253576492	1.3682806542694013	3.2884585781525213	-1.3589190510162719	-0.049246974	-0.038600914	-0.038710635	0.010599456	-0.0053378167	-0.001766689	-0.469327963814439	-0.011521211	1_174	173174039	174175044	1	True
-3.3453853	6.1992044	Length_Counts.E25	1	43	0.029340158136409042	0	-0.0775446641130035	-0.10688482224941254	-1.5464849139347128	-0.03092067177150072	0.4719502415528464	1.1786483274166573	3.3246820408835696	-1.2649784896207295	-0.04350283	-0.03506183	-0.039390408	0.009592678	-0.0040004877	0.007019196	-0.21423018235302152	-0.011524054	1_179	178179069	179180074	1	False
-2.7810647	7.134991	9_92	1	10	-0.07281687984699817	0	-0.155811996557661	-0.08299511671066284	-0.8682503288346939	0.009149484012360229	0.6166246901384378	1.1407218620461084	3.342793772249093	-1.241493349271844	-0.043696288	-0.033385035	-0.03012413	0.009518376	0.0013191178	0.00077119685	-0.3336050081265844	-0.005887115	1_180	179180075	180181080	1	True
-4.0551424	5.9284353	Length_Counts.E25	1	43	-0.05890041733921442	0	-0.248124436985859	-0.1892240196466446	-1.6388092503893852	0.5100264313106221	0.4719502415528464	1.1027953966755595	3.4273151852882053	-1.2336649691555488	-0.043636996	-0.038533766	-0.033863977	0.00747847	-0.0008109722	-0.0012300092	0.6768544893069712	0.0034703407	1_181	180181081	181182086	1	True
-3.556464	5.940103	Centromere_Length	1	43	0.010861356198496798	0	-0.054749499619298	-0.0656108558177948	-0.35023530169908623	0.5500965870944831	-0.058522736594322326	1.026942465934462	3.3367565284605853	-1.2571501095044342	-0.03859661	-0.03517096	-0.010402478	0.010799076	0.0019380366	0.0043977844	0.016150119408600488	-0.007985666	1_183	182183093	183184098	1	False
-4.043219	6.003229	Length_Counts.E25	1	43	-0.002938011176976979	0	-0.1988079785184	-0.19586996734142303	-1.103014321422401	0.06925471768815165	0.4237254253576492	0.9510895351933643	3.2884585781525213	-1.3276055305510912	-0.043182142	-0.040824626	-0.039973572	0.009086291	-0.0027915298	-0.0024359077	-0.9987939546183294	-0.03696563	1_185	184185105	185186110	1	True
-3.4404209	5.7526712	mean.GC.content	1	10	-0.014911914181746352	0	-0.100962156367339	-0.08605024218559265	0.18377050144686993	-0.6520080864213454	0.37550060916245204	0.8752366044522666	3.294495821941029	-1.28063524985332	-0.010355982	-0.021804884	-0.029058248	0.015824119	-0.0042893384	0.0062684114	-1.2974918637871968	0.056167673	1_187	186187117	187188122	1	True
-3.520376	6.465229	Length_Counts.E25	1	10	-0.11926944557119162	0	-0.322249650987871	-0.20298020541667938	-0.07139892892810651	-0.5117625411778322	-0.058522736594322326	0.6476778122289736	3.4514641604422374	-1.2493217293881391	-0.04319166	-0.028759954	-0.0181691	0.010292611	-0.0017889909	0.0017399385	-1.2334286758542448	0.0015160199	1_193	192193153	193194158	1	True
-3.7285588	5.922702	Length_Counts.E25	1	43	-0.045397240168777636	0	-0.0835908199319517	-0.03819357976317406	-0.7694351527831252	0.8906929112573011	0.6166246901384378	0.34426608926458296	3.4756131355962694	-1.288463629969615	-0.044101603	-0.036542855	-0.030292517	0.010368767	-0.0069983415	0.0020677885	1.0376850563915945	0.0024072218	1_201	200201201	201202206	1	True
-4.0676684	5.880162	Length_Counts.E25	1	43	-0.18541040781612833	0	-0.337443498407559	-0.15203309059143066	-2.1220786127213245	0.9507981449330926	0.03792689579607198	0.30633962389403413	3.5420228172698573	-1.3276055305510912	-0.043173898	-0.036556207	-0.024970468	0.0087252855	-0.0040136315	0.0005479005	1.5353928519886757	-0.007715731	1_202	201202207	202203212	1	True
-3.8003266	6.043749	Length_Counts.E25	1	43	-0.0366506478765517	0	-0.193103378174594	-0.1564527302980423	-1.2025050595059763	1.4516750922313544	0.8095239549192265	0.19256022778238766	3.825773275329734	-1.3276055305510912	-0.03999817	-0.034639023	-0.029874679	0.007877381	-0.0038852573	-0.002685757	0.6150886878901284	-0.00587619	1_205	204205225	205206230	1	True
