UMAP1	UMAP2	driving_feats	labels	nSBM_labels	residuals	residuals_sign	observed	predicted	scaled_E25	scaled_E2	scaled_E1	scaled_telomere	scaled_ampl	scaled_del	shap_E25	shap_E2	shap_E1	shap_telomere	shap_ampl	shap_del	GC_scaled	GC_shap	bin	start	end	chr	good_residual
8.198923	2.1002076	Length_Counts.E25	3	53	-0.2959327982161677	-1	-0.295852493122734	8.030509343370795e-05	1.1158778337542046	-0.25130652858273594	-0.926569428107871	0.8892673423330494	-0.5693402027040971	-0.13769175287422147	0.112989455	-0.037242793	0.06957159	0.031234927	-0.018871086	0.012265589		0.0144452965	4_63	62050035	63050841	4	True
8.099995	2.2382689	Length_Counts.E25	3	53	-0.2294352907916253	-1	-0.119669150211448	0.10976614058017731	1.1765794331868646	-0.6520080864213454	-0.926569428107871	2.0647540355908207	-0.6297126405891771	0.10498803073092956	0.12361264	-0.023846148	0.053055167	0.029314721	-0.02206172	0.010684441	-1.4658664427714714	0.057723526	4_94	93075052	94075858	4	True
8.601486	1.7346762	Length_Counts.E25	3	53	-0.14831588867110118	0	0.144167053671657	0.2924829423427582	1.1815286055825158	-0.8122887095567892	-0.926569428107871	2.0141142481465866	-0.7081968098397813	0.206756972242767	0.114179	0.046337914	0.04856083	0.025843479	-0.013355921	0.0142244175		0.037376557	4_98	97078280	98079086	4	False
8.514138	1.6428375	Length_Counts.E25	3	53	0.0562263045999305	0	0.311401030847718	0.2551747262477875	1.1394606402194818	-0.6920782422052064	-0.6372205309366882	1.9761953225576263	-0.7021595660512733	0.2537272529405382	0.110784024	-0.011351955	0.03329679	0.027804887	-0.0113108	0.015600145	-1.2760495896367987	0.062052216	4_99	98079087	99079893	4	True
8.408441	1.9427856	Length_Counts.E25	3	53	0.1336184784877843	0	0.48787495942002	0.3542564809322357	1.1236232885533985	-0.4115871517181797	-0.926569428107871	1.3315735875452999	-0.7202712974167973	0.22241373247535742	0.1279516	-0.03813111	0.07005765	0.037596017	-0.009938675	0.018819354	-1.350746036472202	0.06049768	4_116	115092806	116093612	4	True
8.339879	2.0014627	Length_Counts.E25	3	53	0.23946224378169612	1	0.527142988906513	0.2876807451248169	1.173115012509909	-0.7121133200971369	-0.7818949795222796	1.2557357363673791	-0.7081968098397813	0.2145853523590621	0.1193876	-0.010513914	0.069873944	0.029105576	-0.011096682	0.02605416	-0.39902542561641097	-0.008638287	4_118	117094420	118095226	4	True
8.481788	2.2586575	Length_Counts.E25	3	53	0.2773682978101598	1	0.905866613621317	0.6284983158111572	1.1622268332394767	-0.7722185537729283	-0.926569428107871	0.724870778121934	-0.7142340536282893	0.12064479096351996	0.1628133	0.017722983	0.069727935	0.035029944	-0.008487018	0.019426694		0.032005347	4_132	131105718	132106524	4	True
8.301624	1.9353017	Length_Counts.E25	3	53	0.051189254227045455	0	0.375526349249247	0.32433709502220154	1.1335216333447007	0.2696054966074564	-0.926569428107871	0.6490329269440134	-0.7263085412053053	0.15978669154499583	0.13600937	-0.038884778	0.07078187	0.031561024	-0.008148131	0.017044388	-1.6117442095323784	0.079081625	4_134	133107332	134108138	4	True
8.462425	1.7493998	Length_Counts.E25	3	53	-0.03540320706109454	0	0.234446480753618	0.2698496878147125	1.2072643020399012	-0.7521834758809979	-0.6854453471318853	0.5731950757660926	-0.7383830287823213	0.12064479096351996	0.114943355	-0.0047390675	0.0360216	0.035266515	-0.010002179	0.016739542		0.045605157	4_136	135108946	136109752	4	False
7.720199	1.8653251	Length_Counts.E25	3	53	-0.08754861783571538	0	-0.0908318433012813	-0.00328322546556592	1.1117452748038361	-0.5718677748536235	-0.6854453471318853	-0.9814808733812825	-0.7444202725708292	0.41812323538273727	0.13782309	-0.036825612	0.050754383	-0.034692306	-0.011916973	-0.024628337	-1.222736831503301	0.007838432	4_177	176142033	177142839	4	True
7.767818	1.812802	Length_Counts.E25	3	53	-0.011317869327741193	0	0.0263425319867558	0.037660401314496994	1.1221385368347032	-0.7121133200971369	-0.926569428107871	-1.1710755013260843	-0.7263085412053053	0.5668624575923461	0.14275953	-0.013584784	0.058039736	-0.0945048	-0.016974939	-0.027736811		0.009912464	4_182	181146068	182146874	4	False
8.554807	2.1701143	Length_Counts.E25	3	54	0.10416217098791991	0	0.636578991514043	0.532416820526123	1.1408315609730773	-0.8122887095567892	-0.926569428107871	-0.37635975100410707	-0.2433290381246645	-0.020266051129793614	0.12123681	0.048517995	0.07718968	0.017610345	0.020793982	0.024740014	-0.8981734468224035	-0.019380359	5_152	151767685	152772768	5	True
8.11715	1.7399164	Length_Counts.E25	3	53	0.08909578909524885	0	0.604795592924442	0.5156998038291931	1.1898283676900225	-0.6920782422052064	-0.926569428107871	-0.7190885175493968	-0.1950310878166004	-0.020266051129793614	0.08914377	-0.013830003	0.06874994	0.013959324	0.027899614	0.028807893	-1.329215884149057	0.04875086	5_161	160813441	161818524	5	True
8.328035	2.0221884	Length_Counts.E25	3	53	-0.08408410258751287	0	0.290830483956524	0.37491458654403687	1.1496806812165012	-0.6520080864213454	-0.6854453471318853	1.155844163281482	-0.15880762508555232	0.22241373247535742	0.13491179	-0.020459382	0.046953246	0.027425122	0.01915229	0.019482711		0.030853797	6_70	69046369	70047040	6	False
8.066465	2.2097375	Length_Counts.E25	3	53	0.2306112372066088	1	0.421276392855794	0.19066515564918518	1.1897689776212748	-0.7722185537729283	-0.926569428107871	1.3000208140247798	-0.41237186420288885	0.8956544224767442	0.11107849	-0.0090010995	0.049759194	0.03338083	-0.015357704	-0.013291236		0.015657054	6_99	98065857	99066528	6	True
7.6925216	1.8694518	Length_Counts.E25	3	53	-0.14850279542101102	0	-0.485202847443945	-0.33670005202293396	1.1739316259551915	-0.7321483979890674	-0.926569428107871	-1.1264630683273555	-0.515005008607525	1.0052517441048767	0.0974711	-0.02788886	0.044511896	-0.076398075	-0.023419477	-0.013844268		0.0060939896	6_163	162108865	163109536	6	True
7.937578	1.8822316	Length_Counts.E25	3	53	0.0020662906946821713	0	0.182087010461299	0.18002071976661682	1.1279043226756367	-0.7521834758809979	-0.6854453471318853	-1.0692799250031775	0.30002290284105626	-0.6465364604334093	0.12242521	-0.011507001	0.03304598	-0.06271578	0.013149897	-0.020842643	-0.9245368986466634	-0.016930817	7_11	10008721	11009592	7	True
8.080827	1.7357231	Length_Counts.E25	3	53	0.06446627320913467	0	0.514234518429319	0.4497682452201843	1.111077136530423	-0.591902852745554	-0.926569428107871	-0.879672983344726	0.2698366838985163	-0.6543648405497045	0.11340183	-0.028920218	0.07723257	-0.0067021907	0.017944358	-0.022864185	-1.4333515188548847	0.050721295	7_16	15013081	16013952	7	True
7.8685403	1.9170009	Length_Counts.E25	3	53	-0.3020021813119318	-1	-0.283784375538912	0.01821780577301979	1.176406212153017	-0.5718677748536235	-0.6372205309366882	-0.08515182758676051	0.06457039508924388	-0.638708080317114	0.10623766	-0.039941292	0.038163677	0.013420269	0.012257069	-0.030710459	-0.6971081875760465	-0.013457467	7_123	122106385	123107256	7	True
8.263568	1.7829317	Length_Counts.E25	3	53	0.11120051702448852	0	0.595591699685545	0.4843911826610565	1.154238868992896	-0.7722185537729283	-0.8301197957174767	-0.24913059696583587	2.7752928561293406	-1.1945230685740729	0.08727316	0.005753071	0.06424357	0.010434636	0.020901186	0.0043057296	-1.6416227882665388	0.058365013	8_114	113281710	114284202	8	True
8.4871235	1.8055807	Length_Counts.E25	3	53	-0.0029958745091724914	0	0.437873009815855	0.44086888432502747	1.1626524620655028	-0.7722185537729283	-0.926569428107871	-0.28711340231237487	3.1918626775363927	-1.1945230685740729	0.12437646	0.0006230477	0.059090093	0.0142997205	0.019631185	0.0025099935		0.02935115	8_115	114284203	115286695	8	False
8.587553	1.7123576	Length_Counts.E25	3	53	-0.21549811044275327	0	0.222163030714397	0.43766114115715027	1.1492896965972448	-0.8122887095567892	-0.926569428107871	-0.32509620765891384	2.8054790750718803	-1.288463629969615	0.10824049	0.04774759	0.04946506	0.007988096	0.025079107	0.010200551		0.034102544	8_116	115286696	116289188	8	False
7.6295033	1.8492067	Length_Counts.E25	3	53	0.10587706525182278	0	0.165689786116834	0.059812720865011215	1.1701752041068922	-0.49172746328590167	-0.7336701633270825	-1.1481112968018155	-0.2795525008557126	0.5590340774760508	0.10830396	-0.036124647	0.059879567	-0.088553905	0.016035423	-0.008619435		0.007923457	9_9	8012105	9013617	9	True
7.991912	1.9198468	Length_Counts.E25	3	53	-0.22499681803899757	0	-0.100145442220745	0.12485137581825256	1.174134542023413	-0.631973008529415	-0.4925460823510967	-0.5030348258165006	-0.38822288904885677	0.5825192178249363	0.10709964	-0.035900585	-0.00869848	0.014718439	-0.014036224	-0.020090438	1.7118082837793505	-0.025990887	9_26	25037826	26039338	9	False
8.313831	1.9726917	Length_Counts.E25	3	53	-0.06610548509908823	0	0.172086074811686	0.23819155991077423	1.1216733146295121	-0.27134160647466643	-0.926569428107871	-0.35125212676113243	-0.44859532693393683	0.3554961944523757	0.10802052	-0.038462162	0.05680948	0.011339745	-0.024462575	0.015864635		0.008657474	9_30	29043878	30045390	9	False
8.13175	2.1649199	Length_Counts.E25	3	53	0.19111968759567627	0	0.279942998626541	0.08882331103086472	1.1347861468917895	-0.6119379306374845	-0.8301197957174767	0.9963722509864723	-0.5995264216466372	0.05801775003315837	0.13151042	-0.031758375	0.058296394	0.03298933	-0.025505733	0.015240242		0.0002540496	9_77	76114989	77116501	9	True
8.637844	1.7526922	Length_Counts.E25	3	53	-0.17257690028032555	0	-0.150407414592116	0.022169485688209534	1.163483923027972	-0.8122887095567892	-0.926569428107871	0.5446113091040398	-0.4304835955684128	-0.07506471194386012	0.11101718	0.04056191	0.042798698	0.026407141	-0.019655611	0.015550438	0.33739366200792187	-0.03232902	10_83	82324803	83328763	10	True
8.511597	2.3063323	Length_Counts.E25	3	53	0.170479967004888	0	0.725490404970281	0.5550104379653931	1.163978840267537	-0.8122887095567892	-0.7818949795222796	-0.4443877524369708	-0.8229044418214335	0.3320110541034902	0.15072168	0.054324687	0.051296517	0.012285994	-0.0025119204	0.01881594	-0.5220548674629588	0.0011351825	10_109	108427789	109431749	10	True
8.461714	1.8945254	Length_Counts.E25	3	53	0.427266867401805	1	1.04414650941154	0.6168796420097351	1.1120125301132011	-0.6520080864213454	-0.926569428107871	-0.48242617788085584	-0.7987554666674015	0.41029485526644194	0.13999374	-0.010551979	0.055039212	0.012225018	-0.009628162	0.008002507		0.020351948	10_110	109431750	110435710	10	True
8.150355	1.7426989	Length_Counts.E25	3	53	-0.011195401646293734	0	0.558979709647499	0.5701751112937927	1.1693585906616097	-0.6520080864213454	-0.8301197957174767	-0.5297205756007948	-0.2554035257016805	-0.14552013299051678	0.10835679	-0.015916454	0.06989791	0.0142566785	0.02517055	0.011007989	-1.3938063411184942	0.044769187	11_25	24001153	25001200	11	False
7.9323225	1.892399	Length_Counts.E25	3	53	-0.2147470489661456	0	0.0920395776112317	0.3067866265773773	1.1322397976942271	-0.631973008529415	-0.7336701633270825	0.07652211770392651	-0.13465864993152044	-0.2942593552001254	0.110681996	-0.038244158	0.07137282	0.022931429	0.022742225	0.0073354123	-1.1213840056011386	0.004802292	11_41	40001921	41001968	11	False
7.939531	1.9331383	Length_Counts.E25	3	53	-0.030176753030017822	0	0.343379682078167	0.3735564351081848	1.1451076459229197	-0.7321483979890674	-0.8301197957174767	0.4175336326878323	-0.2614407694901885	-0.28643097508383036	0.110593215	-0.011951564	0.08567524	0.033736583	0.024177007	0.010816174	-0.8518909425087083	-0.02098197	11_50	49002353	50002400	11	False
8.029996	2.1409707	Length_Counts.E25	3	53	0.12258091531395743	0	0.524419903379677	0.4018389880657196	1.1490669838394405	-0.6920782422052064	-0.8301197957174767	0.439971757476645	-0.3037014760097446	1.2087896271285516	0.12768415	-0.015174707	0.08624394	0.033230405	0.019549817	0.015799133	-1.065141975042717	-0.012169425	11_85	84004033	85004080	11	True
8.158162	1.6739842	Length_Counts.E25	3	53	0.04615110470513967	0	0.481241855160996	0.4350907504558563	1.1312499632150967	-0.3715169959343188	-0.926569428107871	0.17474057915582947	-0.41840910799139686	1.459297790849998	0.11271783	-0.03485775	0.074611396	0.033630382	-0.017147884	0.010707266		0.04040383	11_92	91004369	92004416	11	True
8.327451	1.712644	Length_Counts.E25	3	53	-0.15854719790245222	0	0.222538346922148	0.3810855448246002	1.140935493593386	-0.6520080864213454	-0.6854453471318853	-0.5782654783022773	0.06457039508924388	-0.560424279154162	0.112925574	-0.027237915	0.039281234	0.0011737687	0.014223053	-0.028601961		0.03744687	12_24	23147316	24153720	12	False
7.917308	1.8848566	Length_Counts.E25	3	53	-0.09581731280690753	0	-0.0230085106790694	0.07280880212783813	1.140935493593386	-0.7922536316648587	-0.6372205309366882	-0.1969552325969848	0.0343841761467039	-0.8813878639222651	0.10447582	-0.005341554	0.042901844	0.010848532	0.00939508	-0.0038774316	-1.1626867467924795	0.007628418	12_34	33211366	34217770	12	False
8.571882	1.8525063	Length_Counts.E25	3	53	-0.038888688320627696	0	0.142784659629354	0.1816733479499817	1.1504626504550142	-0.8122887095567892	-0.6372205309366882	0.7638746366042893	0.0343841761467039	-0.3881999165956678	0.101242304	0.04365691	0.020326635	0.023200672	0.010142636	-0.007835707	0.8646626984931247	-0.024080202	12_75	74473971	75480375	12	False
8.246018	1.8174411	Length_Counts.E25	3	53	-0.027969045753497263	0	0.247173385505658	0.2751424312591553	1.1587525142177297	-0.6520080864213454	-0.8301197957174767	0.49695746461058465	-0.12258416235450442	-0.32557287566530624	0.11374914	-0.024842108	0.06757997	0.03351727	0.024569618	-0.0017025465	-1.4148971025779018	0.061156712	12_82	81518806	82525210	12	False
8.283969	1.7795495	mean.GC.content	3	53	-0.10679192654961561	0	0.41516332514411	0.5219552516937256	1.1736000314046828	-0.7722185537729283	-0.8301197957174767	0.30630234175793847	-0.1527703812970444	-0.356886396130487	0.08187178	-0.006787598	0.080950096	0.04079708	0.02184284	0.0033831913	-1.478169386956126	0.08654387	12_87	86550831	87557235	12	False
7.7337604	1.7884386	Length_Counts.E25	3	53	-0.10817938721558434	0	-0.039849427107781	0.06832996010780334	1.1417323103490857	-0.5718677748536235	-0.2996468175703081	-1.2101296376484791	-0.062211724469424294	-0.04375119147867932	0.12660214	-0.038238637	-0.0197533	-0.108656585	0.01739269	0.01741501	-1.7628946666581364	0.05846892	14_27	26084917	27088182	14	False
8.289905	1.7467167	Length_Counts.E25	3	53	0.34020129169471547	1	0.779136273517683	0.43893498182296753	1.1278746276412628	0.029184561904290703	-0.6372205309366882	-0.6399482420357301	-0.12258416235450442	-0.028094431246088927	0.13130242	-0.036707714	0.038347382	0.007836046	0.02364816	0.023144398		0.043826524	14_42	41133907	42137172	14	True
8.544755	2.2202213	Length_Counts.E25	3	53	0.030999314582279558	0	0.514584046399525	0.4835847318172455	1.1384510090507691	-0.8122887095567892	-0.926569428107871	-0.4498877768314803	-0.2493662819131726	0.12064479096351996	0.140454	0.052498683	0.06145329	0.012711521	0.027122425	0.013603266	1.6415057455813238	-0.022618985	14_47	46150237	47153502	14	True
8.022942	1.9255801	Length_Counts.E25	3	53	0.08020903354397393	0	0.187850186581522	0.10764115303754807	1.1909419314790441	-0.7321483979890674	-0.926569428107871	-0.30055209684088985	-0.7081968098397813	0.6216611184064121	0.091254644	-0.016985865	0.05477023	0.01905778	-0.008897342	-0.031201025	-1.1354445132407451	0.017397733	15_54	53276078	54281286	15	True
8.530827	2.2122529	Length_Counts.E25	3	53	0.28518385283910985	1	0.696989065336821	0.4118052124977112	1.1228017259357206	-0.8122887095567892	-0.926569428107871	-0.3174573101476616	-0.6961223222627653	3.2598252175978932	0.11801997	0.048151724	0.044160847	0.013559211	-0.002919621	0.014310645		0.015604399	16_60	59232520	60236460	16	True
8.412765	1.9718727	Length_Counts.E25	3	53	0.0850068854040189	0	0.444309018725781	0.3593021333217621	1.1787273740065773	-0.49172746328590167	-0.926569428107871	-0.393532645501444	-0.6357498843776851	3.2754819778304833	0.11339072	-0.026202846	0.061288707	0.014828973	-0.0114854025	0.020238519	-1.100293244141731	-0.009114516	16_62	61240402	62244342	16	True
8.555529	1.8192478	Length_Counts.E25	3	53	-0.028523685056107306	0	0.183574660104377	0.21209834516048431	1.1955545601517907	-0.8122887095567892	-0.5407708985462939	-0.4696079808552264	-0.6659361033202252	3.236340077249008	0.09988945	0.0375174	-0.005847345	0.008169217	-0.0064082574	0.015197251		0.03552969	16_64	63248284	64252224	16	False
8.205429	1.7614299	Length_Counts.E25	3	53	-0.08497685286642948	0	0.240252166060191	0.3252290189266205	1.1274984905391934	-0.7722185537729283	-0.926569428107871	-0.06892383064236143	-0.46670705829946085	0.39463809503385155	0.08868395	-0.00095216313	0.05775052	0.012310732	-0.022790663	0.0008378597		0.037045617	18_37	36035641	37036630	18	False
8.186701	1.7457156	Length_Counts.E25	3	53	-0.22016195430716967	0	-0.079214970016093	0.14094698429107666	1.1329425801744095	-0.7321483979890674	-0.8301197957174767	-0.965406324253131	-0.4425580831454288	0.7469152002671353	0.10191265	-0.01718241	0.065592684	-0.047860604	-0.024784118	-0.021788515	-1.8947119257794371	0.06837024	18_65	64063361	65064350	18	False
